n_samples,prompt_strategy,sentences_per_prompt,overlap,paper_id,total_triples,unique_s,unique_p,unique_o,bad_triples
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0020057,18.0,6.0,13.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0000045,35.0,11.0,29.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1001135,17.0,7.0,13.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0060014,52.0,35.0,44.0,51.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.2001104,44.0,23.0,33.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1001613,53.0,37.0,45.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0020340,19.0,10.0,15.0,17.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0020421,18.0,10.0,15.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0020424,20.0,10.0,19.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.2000106,30.0,19.0,26.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.2002266,51.0,20.0,29.0,41.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0030170,29.0,14.0,22.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.2003648,29.0,23.0,26.0,25.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0060025,29.0,20.0,23.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1001823,45.0,25.0,38.0,43.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1000131,38.0,20.0,31.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0040360,30.0,10.0,24.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0030314,6.0,6.0,6.0,6.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0040309,19.0,16.0,19.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1001871,44.0,22.0,26.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1000451,43.0,22.0,24.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0040415,18.0,16.0,17.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1001569,52.0,28.0,40.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.2003703,32.0,15.0,32.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1000124,37.0,21.0,30.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0030176,16.0,11.0,13.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0030283,39.0,18.0,30.0,39.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.2000862,38.0,23.0,24.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.2000735,40.0,22.0,34.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0030007,33.0,18.0,23.0,31.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1002352,62.0,42.0,49.0,52.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1001853,57.0,45.0,54.0,53.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1000144,36.0,20.0,29.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0040431,26.0,19.0,23.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0060072,43.0,33.0,36.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.1001675,34.0,16.0,22.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,0.0,10.1371/journal.pbio.0030038,30.0,25.0,24.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1002198,39.0,21.0,31.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001127,25.0,21.0,20.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050254,48.0,26.0,37.0,45.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060159,35.0,27.0,29.0,32.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001555,33.0,18.0,28.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040072,22.0,13.0,21.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060202,40.0,15.0,33.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030386,12.0,7.0,12.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040157,41.0,20.0,27.0,39.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001251,35.0,28.0,30.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030079,22.0,16.0,17.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050177,35.0,16.0,28.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030339,34.0,18.0,30.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001046,29.0,10.0,26.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.3002176,17.0,15.0,17.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020363,32.0,15.0,25.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001234,74.0,40.0,37.0,56.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2001402,47.0,18.0,31.0,43.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020294,19.0,13.0,16.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0000042,23.0,13.0,18.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2005143,57.0,36.0,43.0,51.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020442,37.0,15.0,17.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020106,15.0,11.0,13.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1002593,51.0,30.0,35.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020097,20.0,14.0,17.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050138,39.0,30.0,31.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020312,28.0,20.0,26.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040379,31.0,17.0,20.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060280,77.0,33.0,60.0,70.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1002564,27.0,14.0,22.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040204,21.0,11.0,20.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060301,55.0,28.0,38.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001041,49.0,12.0,39.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040140,9.0,4.0,9.0,9.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030380,14.0,8.0,9.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2006352,34.0,21.0,28.0,32.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000536,44.0,21.0,33.0,41.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.3000970,53.0,30.0,40.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001518,49.0,28.0,39.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000313,53.0,17.0,41.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040088,31.0,15.0,23.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060079,42.0,31.0,34.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001293,55.0,33.0,40.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050077,63.0,33.0,52.0,61.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000582,44.0,20.0,30.0,43.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050184,43.0,22.0,33.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050008,56.0,26.0,49.0,51.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030085,19.0,9.0,19.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040286,40.0,9.0,31.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0000005,36.0,19.0,32.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020329,18.0,17.0,16.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000285,26.0,16.0,23.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030422,27.0,17.0,23.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050310,47.0,31.0,37.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000298,48.0,20.0,34.0,37.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000506,55.0,30.0,46.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0050157,51.0,32.0,34.0,43.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001247,58.0,33.0,43.0,55.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000564,45.0,21.0,25.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030157,31.0,27.0,24.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030092,26.0,14.0,22.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030045,24.0,12.0,20.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.3001358,19.0,9.0,12.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020057,17.0,13.0,12.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0000045,42.0,16.0,28.0,30.0,3.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001135,22.0,16.0,19.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060014,64.0,33.0,56.0,57.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2001104,51.0,21.0,34.0,43.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001613,60.0,38.0,46.0,53.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020340,25.0,21.0,21.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020421,18.0,10.0,14.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0020424,18.0,13.0,16.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2000106,31.0,23.0,26.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2002266,48.0,26.0,40.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030170,32.0,16.0,22.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2003648,31.0,25.0,29.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060025,31.0,19.0,27.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001823,58.0,33.0,49.0,55.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000131,53.0,34.0,44.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040360,31.0,20.0,25.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030314,14.0,13.0,14.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040309,22.0,16.0,21.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001871,48.0,26.0,27.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000451,50.0,25.0,33.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040415,14.0,14.0,12.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001569,54.0,32.0,41.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2003703,36.0,15.0,31.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000124,49.0,28.0,36.0,45.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030176,16.0,15.0,13.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030283,37.0,18.0,33.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2000862,38.0,26.0,29.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.2000735,51.0,30.0,44.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030007,30.0,14.0,26.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1002352,67.0,43.0,58.0,59.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001853,62.0,34.0,57.0,56.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1000144,31.0,20.0,22.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0040431,24.0,15.0,21.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0060072,34.0,26.0,29.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.1001675,31.0,16.0,19.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,1.0,10.1371/journal.pbio.0030038,30.0,14.0,26.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1002198,41.0,23.0,35.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001127,34.0,21.0,25.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050254,67.0,31.0,48.0,52.0,6.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0060159,52.0,33.0,43.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001555,56.0,30.0,47.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0040072,23.0,15.0,18.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0060202,41.0,20.0,34.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0030386,14.0,8.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0040157,44.0,15.0,26.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001251,40.0,32.0,34.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0030079,19.0,14.0,15.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050177,48.0,22.0,42.0,45.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0030339,38.0,17.0,34.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001046,29.0,10.0,28.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.3002176,22.0,21.0,22.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0020363,44.0,22.0,31.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001234,79.0,44.0,40.0,55.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.2001402,40.0,19.0,27.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0020294,19.0,13.0,14.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0000042,18.0,14.0,17.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.2005143,39.0,22.0,32.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0020442,42.0,24.0,25.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0020106,21.0,14.0,19.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1002593,58.0,35.0,44.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0020097,25.0,19.0,20.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050138,57.0,32.0,42.0,47.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0020312,29.0,23.0,29.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0040379,21.0,17.0,19.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0060280,84.0,49.0,68.0,78.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1002564,45.0,22.0,34.0,38.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0040204,31.0,13.0,26.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0060301,58.0,26.0,39.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001041,61.0,19.0,43.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0040140,13.0,5.0,13.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0030380,20.0,10.0,13.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.2006352,41.0,21.0,29.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1000536,55.0,23.0,41.0,53.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.3000970,65.0,29.0,46.0,58.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001518,55.0,31.0,47.0,52.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1000313,57.0,19.0,46.0,52.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0040088,31.0,19.0,24.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0060079,78.0,44.0,61.0,62.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001293,65.0,29.0,43.0,52.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050077,83.0,51.0,64.0,66.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1000582,59.0,28.0,42.0,51.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050184,58.0,19.0,36.0,45.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050008,63.0,32.0,54.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0030085,19.0,9.0,17.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0040286,46.0,11.0,29.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0000005,30.0,19.0,27.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0020329,24.0,17.0,20.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1000285,33.0,24.0,29.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0030422,38.0,20.0,33.0,32.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050310,50.0,30.0,36.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1000298,61.0,20.0,39.0,43.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1000506,66.0,40.0,55.0,60.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.0050157,57.0,33.0,43.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1001247,54.0,32.0,44.0,51.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,3.0,2.0,10.1371/journal.pbio.1000564,51.0,11.0,23.0,27.0,1.0
